GEOID,NAME,crashes_per_1K_16_19,crashes_per_1K_20_23,pct_chg_16_19_to_20_23
42101035301,Census Tract 353.01,0.29709891646277525,0.3130502837018196,5.3690425495183325
42101004201,Census Tract 42.01,0.7423904974016332,0.6305939788445891,-15.05899104963384
42101035701,Census Tract 357.01,0.8371536774965118,0.733598826241878,-12.369873541535659
42101006100,Census Tract 61,1.2420275260154414,1.2675573826652964,2.0554984583761593
42101006500,Census Tract 65,2.7122381477398014,2.0976027397260273,-22.661557523109476
42101006700,Census Tract 67,2.123236822568671,1.9954245043213015,-6.019692051720504
42101007102,Census Tract 71.02,1.3956310679611652,1.156195462478185,-17.156081645041365
42101007400,Census Tract 74,2.381947346427079,1.7446270543615676,-26.75627120899594
42101008102,Census Tract 81.02,0.9370119729307652,1.5707874337005303,67.63792556326216
42101008200,Census Tract 82,1.924242424242424,1.1462081833933093,-40.43327550869415
42101008400,Census Tract 84,2.644383329807489,2.794743660929113,5.686026281695344
42101008602,Census Tract 86.02,4.920049200492005,3.0934343434343434,-37.12594696969697
42101009300,Census Tract 93,1.6913319238900635,0.8653846153846154,-48.83413461538461
42101009802,Census Tract 98.02,0.37342461490586587,0.13824088474166235,-62.98024307355568
42101010100,Census Tract 101,1.1124046048376666,1.2216404886561953,9.81979788140752
42101013500,Census Tract 135,0.5533461041935619,0.14713094654242276,-73.41068357988186
42101015102,Census Tract 151.02,2.6346604215456675,1.5821501014198782,-39.948613928329955
42101015300,Census Tract 153,2.3255813953488373,1.8610176202732132,-19.976242328251836
42101015800,Census Tract 158,0.4994361205091026,0.36501679077237553,-26.914218699221447
42101016800,Census Tract 168,3.095711445612042,2.195306585919758,-29.085555146573682
42101016901,Census Tract 169.01,1.8096723868954758,1.2812872467222884,-29.197834038880444
42101017300,Census Tract 173,5.141490633718613,5.120772946859904,-0.402950979290706
42101000300,Census Tract 3,4.319099366375895,2.5549310168625445,-40.84574583412846
42101001201,Census Tract 12.01,0.5876591576885406,0.3469812630117973,-40.955355077492484
42101021800,Census Tract 218,0.40338846308995563,0.38022813688212925,-5.741444866920153
